wavenumber,e,d,f,g,h,i,j,l,m,n,a,c,b,o
2174.65,-0.01579,0.4064,0.08225,0.3423,0.256,0.1099,0.02022,-0.006746,-0.004976,0.00333,0.5069,0.3055,0.5255,-0.01713
2175.614,-0.01578,0.4068,0.08203,0.3422,0.2554,0.1107,0.02014,-0.007144,-0.004741,0.002374,0.5055,0.3055,0.5215,-0.01718
2176.578,-0.01491,0.4085,0.08163,0.3423,0.2553,0.1112,0.02002,-0.007844,-0.004728,0.001983,0.5062,0.3059,0.5181,-0.01739
2177.542,-0.01346,0.4113,0.08116,0.3425,0.256,0.1111,0.02005,-0.008679,-0.004938,0.00233,0.5091,0.3066,0.516,-0.01763
2178.507,-0.01181,0.4151,0.08086,0.3428,0.2574,0.1108,0.0205,-0.009396,-0.005214,0.003375,0.5135,0.3076,0.516,-0.01778
2179.471,-0.01022,0.4197,0.08103,0.3435,0.2595,0.1107,0.02146,-0.009751,-0.005351,0.004893,0.5189,0.3093,0.5183,-0.01773
2180.435,-0.008848,0.425,0.08175,0.3452,0.2619,0.1112,0.02282,-0.009615,-0.005227,0.006558,0.5245,0.3118,0.5227,-0.01743
2181.399,-0.007621,0.4313,0.08291,0.3484,0.2647,0.1124,0.02428,-0.009046,-0.00487,0.008044,0.5302,0.3151,0.5291,-0.01688
2182.364,-0.006311,0.4393,0.08435,0.3533,0.268,0.1142,0.0255,-0.008288,-0.00443,0.009116,0.5364,0.3191,0.5376,-0.01615
2183.328,-0.004545,0.4496,0.08597,0.3601,0.2727,0.1167,0.02623,-0.007668,-0.004085,0.009706,0.5442,0.3236,0.5487,-0.01537
2184.292,-0.00192,0.4624,0.08791,0.369,0.2795,0.1197,0.02644,-0.007435,-0.003941,0.009929,0.555,0.3284,0.5628,-0.01469
2185.256,0.001831,0.4772,0.09036,0.3801,0.2891,0.1233,0.0263,-0.007634,-0.003979,0.01003,0.5695,0.3334,0.5803,-0.01423
2186.221,0.006648,0.4923,0.09337,0.3933,0.3008,0.1273,0.02609,-0.008091,-0.00408,0.01028,0.5877,0.3385,0.6006,-0.01402
2187.185,0.01203,0.505,0.09672,0.4079,0.3131,0.1316,0.0261,-0.008526,-0.004095,0.01086,0.6079,0.3433,0.6215,-0.01397
2188.149,0.01707,0.5128,0.09988,0.4223,0.3236,0.1355,0.02652,-0.008703,-0.003932,0.01178,0.6273,0.3474,0.6403,-0.01396
2189.113,0.02074,0.5138,0.1022,0.4342,0.3299,0.1384,0.02736,-0.008549,-0.003602,0.01293,0.6421,0.35,0.6535,-0.0139
2190.077,0.02226,0.5081,0.1033,0.4411,0.3306,0.1395,0.0285,-0.008167,-0.00322,0.01408,0.6495,0.3503,0.6591,-0.0138
2191.042,0.02138,0.4976,0.1029,0.4414,0.3257,0.1385,0.0297,-0.007762,-0.002946,0.01503,0.648,0.3481,0.6563,-0.01377
2192.006,0.01854,0.4847,0.1013,0.4354,0.3168,0.1357,0.03075,-0.007507,-0.002896,0.01567,0.6385,0.3435,0.6467,-0.01395
2192.97,0.01454,0.4719,0.0989,0.4245,0.3059,0.1316,0.03148,-0.007459,-0.00308,0.01601,0.6237,0.3373,0.6323,-0.01437
2193.934,0.01026,0.4605,0.0961,0.4113,0.2951,0.1269,0.03187,-0.007545,-0.003399,0.01614,0.6065,0.3305,0.6156,-0.01497
2194.899,0.006296,0.4511,0.09333,0.3979,0.2854,0.1224,0.03196,-0.007639,-0.0037,0.01617,0.5897,0.3241,0.5985,-0.01553
2195.863,0.002888,0.4438,0.09086,0.386,0.2776,0.1187,0.03183,-0.00765,-0.003872,0.01616,0.5747,0.3189,0.5827,-0.01584
2196.827,-2.821E-5,0.4381,0.0888,0.3763,0.2714,0.116,0.03155,-0.007583,-0.003897,0.01606,0.5621,0.3149,0.569,-0.01577
2197.791,-0.00261,0.4337,0.08716,0.3688,0.2668,0.1142,0.03117,-0.007526,-0.003848,0.01577,0.5516,0.312,0.5581,-0.01537
2198.756,-0.004953,0.4302,0.08589,0.363,0.2634,0.1132,0.03073,-0.007585,-0.003825,0.01521,0.5429,0.3097,0.5499,-0.01483
2199.72,-0.007042,0.4272,0.08494,0.3584,0.2608,0.1126,0.03023,-0.007821,-0.003897,0.01435,0.5357,0.3077,0.5441,-0.01437
2200.684,-0.008806,0.4242,0.08423,0.3547,0.2588,0.112,0.0297,-0.008224,-0.004074,0.01325,0.53,0.3061,0.5399,-0.01422
2201.648,-0.0102,0.421,0.08368,0.3515,0.2574,0.1114,0.02914,-0.008733,-0.004329,0.01208,0.5259,0.305,0.5364,-0.01443
2202.612,-0.01125,0.4177,0.0832,0.3488,0.2563,0.1107,0.02853,-0.009278,-0.004629,0.01097,0.5235,0.3044,0.5331,-0.01497
2203.577,-0.01201,0.4144,0.0827,0.3465,0.2555,0.1099,0.0279,-0.009799,-0.004949,0.01005,0.5223,0.3043,0.5296,-0.01566
2204.541,-0.01256,0.4116,0.08214,0.3447,0.255,0.1092,0.02736,-0.01024,-0.005258,0.009342,0.5217,0.3044,0.5259,-0.01631
2205.505,-0.01288,0.4094,0.08156,0.3432,0.2547,0.1087,0.02704,-0.01053,-0.0055,0.008882,0.521,0.3042,0.5223,-0.01672
2206.469,-0.01294,0.408,0.0811,0.342,0.2548,0.1085,0.02708,-0.01059,-0.005593,0.008704,0.5198,0.3036,0.5193,-0.01675
2207.434,-0.01267,0.4073,0.08095,0.3411,0.2552,0.1087,0.02756,-0.01034,-0.005469,0.008877,0.5181,0.3025,0.5171,-0.01632
2208.398,-0.01206,0.4072,0.08124,0.3403,0.2559,0.1092,0.02842,-0.009783,-0.00511,0.009472,0.5162,0.3012,0.5158,-0.01549
2209.362,-0.01116,0.4076,0.08199,0.34,0.2567,0.1099,0.02957,-0.009016,-0.00457,0.01051,0.5145,0.3002,0.5152,-0.0144
2210.326,-0.01009,0.4082,0.08304,0.34,0.2577,0.1106,0.03087,-0.008205,-0.003958,0.01196,0.5134,0.2996,0.5151,-0.0133
2211.291,-0.008959,0.4088,0.08416,0.3405,0.2588,0.1112,0.03225,-0.007537,-0.003396,0.01371,0.5128,0.2994,0.5151,-0.01246
2212.255,-0.007869,0.4093,0.08508,0.3413,0.2601,0.1117,0.03372,-0.007137,-0.002976,0.01563,0.5127,0.2994,0.5151,-0.01211
2213.219,-0.006875,0.4094,0.08563,0.3423,0.2614,0.112,0.03528,-0.007022,-0.002742,0.01765,0.5129,0.2993,0.5151,-0.01232
2214.183,-0.00599,0.4093,0.0858,0.3433,0.2626,0.1122,0.03692,-0.007099,-0.002678,0.01967,0.5131,0.299,0.515,-0.01299
2215.148,-0.005213,0.409,0.08567,0.3444,0.2636,0.1124,0.03852,-0.007221,-0.002725,0.02162,0.5133,0.2986,0.515,-0.01387
2216.112,-0.004558,0.4087,0.08541,0.3453,0.2641,0.1124,0.0399,-0.007253,-0.002796,0.02336,0.5132,0.2983,0.5149,-0.01465
2217.076,-0.004078,0.4085,0.08518,0.3459,0.264,0.1125,0.04084,-0.007131,-0.002802,0.02472,0.513,0.2982,0.5147,-0.01512
2218.04,-0.003866,0.4081,0.08505,0.346,0.2634,0.1126,0.04117,-0.006884,-0.002686,0.0255,0.5126,0.2982,0.5143,-0.01516
2219.004,-0.004025,0.4075,0.08503,0.3456,0.2624,0.1129,0.04081,-0.006613,-0.00245,0.02556,0.512,0.2983,0.5136,-0.01484
2219.969,-0.004629,0.4066,0.08507,0.3449,0.2612,0.1132,0.03985,-0.006439,-0.002163,0.02485,0.5114,0.2982,0.5128,-0.01426
2220.933,-0.005681,0.4054,0.08505,0.344,0.2601,0.1135,0.03843,-0.006457,-0.001942,0.02344,0.5107,0.2979,0.512,-0.01358
2221.897,-0.007098,0.4043,0.08489,0.3431,0.2589,0.1136,0.03672,-0.0067,-0.001903,0.02149,0.51,0.2975,0.5112,-0.01291
2222.861,-0.00873,0.4035,0.08455,0.3423,0.2576,0.1135,0.03489,-0.007134,-0.002117,0.01924,0.5092,0.297,0.5107,-0.01236
2223.826,-0.01039,0.4032,0.08402,0.3417,0.2561,0.113,0.03304,-0.007672,-0.002573,0.01692,0.5082,0.2966,0.5102,-0.01203
2224.79,-0.01189,0.4032,0.08337,0.3411,0.2546,0.1123,0.03123,-0.008208,-0.003187,0.01476,0.5069,0.2962,0.5098,-0.01197
2225.754,-0.01309,0.4034,0.0827,0.3406,0.2533,0.1113,0.02955,-0.00864,-0.003826,0.01291,0.5057,0.296,0.5095,-0.01217
2226.718,-0.01393,0.4036,0.08212,0.3401,0.2524,0.1104,0.02809,-0.008906,-0.004357,0.01144,0.5047,0.296,0.5091,-0.01253
2227.683,-0.01439,0.4036,0.08172,0.3397,0.2522,0.1097,0.02692,-0.009,-0.004683,0.01034,0.5043,0.2965,0.5088,-0.01289
2228.647,-0.01454,0.4035,0.08155,0.3393,0.2526,0.1093,0.02609,-0.008974,-0.004766,0.009516,0.5047,0.2973,0.5087,-0.01307
2229.611,-0.01446,0.4037,0.08161,0.339,0.2534,0.1093,0.02558,-0.008913,-0.004631,0.008899,0.5058,0.2984,0.5089,-0.01297
2230.575,-0.01423,0.404,0.08186,0.3388,0.2543,0.1096,0.02531,-0.008899,-0.004343,0.008441,0.5075,0.2993,0.5094,-0.01264
2231.539,-0.01391,0.4044,0.08225,0.3387,0.2551,0.1099,0.02521,-0.008971,-0.003994,0.008143,0.5094,0.3,0.5102,-0.01222
2232.504,-0.01356,0.4049,0.0827,0.3388,0.2557,0.1101,0.02522,-0.009118,-0.003677,0.008018,0.5111,0.3002,0.5111,-0.01188
2233.468,-0.01324,0.4051,0.08312,0.3391,0.2563,0.1101,0.02532,-0.009298,-0.003468,0.008041,0.5124,0.3002,0.5117,-0.01175
2234.432,-0.01304,0.4052,0.08341,0.3397,0.2569,0.1098,0.0255,-0.009466,-0.003412,0.008134,0.5132,0.3002,0.5119,-0.01186
2235.396,-0.01304,0.4052,0.08348,0.3406,0.2574,0.1095,0.0257,-0.009604,-0.003509,0.008192,0.5136,0.3004,0.5117,-0.01213
2236.361,-0.01328,0.4054,0.08332,0.3414,0.2576,0.1091,0.02585,-0.009709,-0.003716,0.008143,0.5136,0.3008,0.5114,-0.01245
2237.325,-0.0137,0.4059,0.08298,0.342,0.2576,0.1089,0.02591,-0.009775,-0.003956,0.007988,0.5133,0.3012,0.5112,-0.01269
2238.289,-0.01417,0.4066,0.08258,0.3423,0.2574,0.1088,0.02589,-0.009766,-0.004141,0.007799,0.5129,0.3014,0.5114,-0.01277
2239.253,-0.01449,0.4073,0.08226,0.3423,0.2571,0.109,0.02585,-0.009635,-0.004205,0.007661,0.5125,0.3014,0.5121,-0.01267
2240.218,-0.01455,0.4078,0.08211,0.3422,0.2571,0.1094,0.02587,-0.009355,-0.004131,0.007604,0.5125,0.3011,0.5132,-0.01244
2241.182,-0.01434,0.408,0.08214,0.3421,0.2573,0.1098,0.02598,-0.008963,-0.003957,0.007583,0.5126,0.3007,0.5144,-0.01217
2242.146,-0.01397,0.4079,0.08229,0.3422,0.2578,0.1102,0.02612,-0.008563,-0.003763,0.007518,0.513,0.3003,0.5155,-0.01195
2243.11,-0.01362,0.4078,0.08247,0.3424,0.2582,0.1105,0.02618,-0.008285,-0.003643,0.007365,0.5135,0.3001,0.5164,-0.01183
2244.075,-0.01345,0.4078,0.08265,0.3427,0.2584,0.1108,0.02609,-0.008221,-0.003662,0.007164,0.5138,0.3001,0.5168,-0.0118
2245.039,-0.01352,0.4081,0.08281,0.3429,0.2584,0.111,0.02583,-0.008379,-0.003823,0.007023,0.514,0.3002,0.517,-0.01183
2246.003,-0.01377,0.4085,0.08298,0.3432,0.2583,0.1112,0.02546,-0.008677,-0.004067,0.007053,0.5142,0.3003,0.5171,-0.01185
2246.967,-0.01405,0.4091,0.08316,0.3434,0.2583,0.1113,0.02514,-0.009001,-0.004289,0.007283,0.5145,0.3006,0.5172,-0.01184
2247.931,-0.0142,0.4096,0.08334,0.3437,0.2585,0.1113,0.02495,-0.009261,-0.00439,0.007641,0.515,0.3009,0.5174,-0.01179
2248.896,-0.01413,0.41,0.08347,0.344,0.259,0.1112,0.02495,-0.009433,-0.004325,0.007989,0.5157,0.3012,0.5178,-0.01174
2249.86,-0.01386,0.4104,0.08353,0.3443,0.2594,0.111,0.02511,-0.009545,-0.004124,0.0082,0.5163,0.3015,0.5182,-0.01173
2250.824,-0.01349,0.4108,0.08353,0.3445,0.2596,0.1106,0.02535,-0.009635,-0.003882,0.008228,0.5167,0.3019,0.5185,-0.01178
2251.788,-0.01317,0.4112,0.0835,0.3447,0.2595,0.1104,0.02559,-0.009713,-0.00371,0.008118,0.5168,0.3022,0.5185,-0.01189
2252.753,-0.01299,0.4117,0.0835,0.3451,0.2593,0.1102,0.02581,-0.009757,-0.003677,0.007972,0.5167,0.3025,0.5184,-0.01203
2253.717,-0.01298,0.4123,0.08354,0.3456,0.2591,0.1103,0.02599,-0.009732,-0.003785,0.007881,0.5165,0.3028,0.5182,-0.01216
2254.681,-0.01307,0.4128,0.08361,0.3462,0.2591,0.1106,0.02615,-0.009628,-0.003975,0.007888,0.5166,0.3033,0.518,-0.01226
2255.645,-0.01318,0.4132,0.08371,0.3467,0.2595,0.111,0.02627,-0.009465,-0.004166,0.007977,0.5169,0.3038,0.518,-0.01228
2256.61,-0.01319,0.4136,0.08382,0.347,0.2601,0.1114,0.02637,-0.009282,-0.004298,0.008094,0.5175,0.3045,0.5183,-0.01223
2257.574,-0.01306,0.4139,0.08394,0.347,0.2608,0.1116,0.02644,-0.009109,-0.004351,0.008185,0.5181,0.3051,0.5189,-0.0121
2258.538,-0.01281,0.4143,0.08406,0.3469,0.2613,0.1117,0.02648,-0.008953,-0.004336,0.008215,0.5186,0.3057,0.5198,-0.01194
2259.502,-0.01249,0.4147,0.08418,0.3468,0.2617,0.1116,0.02649,-0.008817,-0.004276,0.008187,0.5191,0.3061,0.521,-0.01178
2260.466,-0.01217,0.415,0.08425,0.3469,0.2619,0.1115,0.0265,-0.008713,-0.004187,0.008132,0.5195,0.3062,0.5221,-0.01163
2261.431,-0.01191,0.4151,0.08422,0.3473,0.262,0.1115,0.0265,-0.008671,-0.004081,0.008099,0.5199,0.3061,0.5231,-0.01151
2262.395,-0.01175,0.415,0.08408,0.3479,0.2621,0.1115,0.02651,-0.008718,-0.003972,0.008124,0.5203,0.3058,0.5238,-0.01141
2263.359,-0.01169,0.4147,0.08386,0.3485,0.2623,0.1116,0.02653,-0.008854,-0.003884,0.008212,0.5207,0.3054,0.5242,-0.01134
2264.323,-0.01171,0.4144,0.08362,0.3491,0.2624,0.1118,0.02658,-0.009047,-0.003842,0.008331,0.5212,0.3052,0.5245,-0.01131
2265.288,-0.0118,0.4143,0.08348,0.3495,0.2625,0.112,0.02666,-0.009249,-0.003865,0.008428,0.5216,0.305,0.5247,-0.01133
2266.252,-0.01195,0.4145,0.08347,0.3496,0.2625,0.1122,0.02675,-0.009421,-0.003947,0.008463,0.5219,0.305,0.525,-0.01139
2267.216,-0.01215,0.415,0.08361,0.3494,0.2624,0.1123,0.02683,-0.009552,-0.004059,0.008437,0.5223,0.3049,0.5255,-0.01149
2268.18,-0.01238,0.4158,0.0838,0.3491,0.2624,0.1124,0.02688,-0.009642,-0.004155,0.008393,0.5227,0.3049,0.5261,-0.01157
2269.145,-0.0126,0.4168,0.08399,0.3489,0.2624,0.1124,0.02691,-0.009683,-0.004196,0.008394,0.5232,0.3048,0.5269,-0.01158
2270.109,-0.01274,0.4179,0.08411,0.349,0.2626,0.1126,0.02697,-0.00964,-0.004165,0.008485,0.524,0.3049,0.5278,-0.01147
2271.073,-0.01273,0.4189,0.0842,0.3494,0.2629,0.1127,0.02713,-0.009476,-0.004073,0.008676,0.5249,0.3051,0.5288,-0.01123
2272.037,-0.01255,0.4196,0.08431,0.3501,0.2632,0.113,0.02742,-0.009178,-0.003952,0.008941,0.5259,0.3056,0.5298,-0.01088
2273.002,-0.01221,0.42,0.0845,0.3508,0.2634,0.1133,0.0278,-0.008782,-0.003835,0.009239,0.5269,0.3063,0.5306,-0.01047
2273.966,-0.01178,0.4202,0.0848,0.3516,0.2636,0.1135,0.0282,-0.008375,-0.003741,0.009526,0.5277,0.3071,0.5312,-0.01007
2274.93,-0.01139,0.4203,0.08516,0.3523,0.2638,0.1137,0.02851,-0.008059,-0.00367,0.009764,0.5282,0.3078,0.5315,-0.00977
2275.894,-0.01113,0.4204,0.08548,0.353,0.2641,0.1139,0.02866,-0.007909,-0.003611,0.009924,0.5283,0.3082,0.5315,-0.009619
2276.858,-0.01105,0.4206,0.08568,0.3535,0.2646,0.114,0.02864,-0.007946,-0.003563,0.009991,0.5283,0.3084,0.5315,-0.009632
2277.823,-0.01105,0.4209,0.08575,0.3539,0.2652,0.1141,0.02855,-0.008128,-0.003537,0.009978,0.5281,0.3084,0.5315,-0.009769
2278.787,-0.01102,0.4212,0.08576,0.3542,0.2657,0.1143,0.02848,-0.008367,-0.003551,0.009937,0.5282,0.3084,0.5317,-0.009948
2279.751,-0.01098,0.4216,0.0858,0.3543,0.2662,0.1144,0.0285,-0.008559,-0.003608,0.009942,0.5285,0.3083,0.5322,-0.01007
2280.715,-0.01095,0.422,0.08598,0.3544,0.2666,0.1146,0.02864,-0.008621,-0.003691,0.01005,0.529,0.3085,0.5329,-0.01005
2281.68,-0.01091,0.4224,0.08632,0.3544,0.2668,0.1147,0.02886,-0.008519,-0.003762,0.01029,0.5297,0.3088,0.5336,-0.009866
2282.644,-0.01088,0.4226,0.08675,0.3546,0.2669,0.1148,0.0291,-0.00828,-0.003787,0.0106,0.5304,0.3092,0.5342,-0.009554
2283.608,-0.01085,0.4227,0.08715,0.3549,0.267,0.1149,0.0293,-0.007979,-0.00375,0.01091,0.5309,0.3096,0.5347,-0.009188
2284.572,-0.01081,0.4228,0.08738,0.3553,0.2671,0.1149,0.02942,-0.007711,-0.00366,0.01113,0.5313,0.31,0.535,-0.008854
2285.537,-0.01078,0.4229,0.08739,0.3559,0.2673,0.1149,0.02944,-0.007552,-0.003549,0.01123,0.5314,0.3101,0.5352,-0.00862
2286.501,-0.01074,0.4231,0.0872,0.3564,0.2675,0.1149,0.02939,-0.007538,-0.003445,0.0112,0.5316,0.3102,0.5353,-0.008515
2287.465,-0.01071,0.4235,0.08691,0.3569,0.2678,0.1149,0.02928,-0.007647,-0.003366,0.01109,0.5318,0.3102,0.5354,-0.008537
2288.429,-0.01067,0.4241,0.08663,0.3572,0.268,0.1149,0.02917,-0.007823,-0.003306,0.01096,0.5321,0.3102,0.5356,-0.008659
2289.393,-0.01064,0.4248,0.08644,0.3573,0.2682,0.1149,0.02909,-0.007999,-0.00325,0.01086,0.5325,0.3103,0.5359,-0.008846
2290.358,-0.01061,0.4255,0.08637,0.3573,0.2683,0.1149,0.02907,-0.00813,-0.003187,0.01079,0.533,0.3105,0.5363,-0.009061
2291.322,-0.01057,0.4259,0.08638,0.3571,0.2683,0.115,0.02909,-0.008203,-0.003119,0.01073,0.5333,0.3107,0.5367,-0.009275
2292.286,-0.01054,0.4262,0.08642,0.3569,0.2684,0.1151,0.02909,-0.008239,-0.003068,0.01066,0.5335,0.3108,0.5373,-0.009464
2293.25,-0.0105,0.4263,0.08645,0.3568,0.2686,0.1151,0.02904,-0.008274,-0.003061,0.01057,0.5336,0.3108,0.5378,-0.009605
2294.215,-0.01047,0.4265,0.08647,0.3569,0.2688,0.1151,0.02893,-0.00834,-0.00311,0.01047,0.5336,0.3108,0.5382,-0.009685
2295.179,-0.01043,0.4269,0.08649,0.3572,0.2691,0.1151,0.02879,-0.008443,-0.003204,0.01039,0.5337,0.3107,0.5386,-0.009695
2296.143,-0.0104,0.4274,0.08654,0.3577,0.2694,0.1149,0.02868,-0.008556,-0.003301,0.01039,0.534,0.3109,0.5389,-0.009642
2297.107,-0.01037,0.428,0.08666,0.3583,0.2697,0.1149,0.02868,-0.008637,-0.003354,0.01049,0.5346,0.3111,0.5392,-0.009554
2298.072,-0.01033,0.4286,0.08682,0.359,0.2699,0.1149,0.02876,-0.008648,-0.003337,0.01066,0.5355,0.3115,0.5395,-0.009476
2299.036,-0.0103,0.429,0.08701,0.3595,0.27,0.115,0.02889,-0.008579,-0.003269,0.01085,0.5364,0.3119,0.5399,-0.009472
2300,-0.01026,0.4291,0.08717,0.3599,0.2701,0.1152,0.02895,-0.008466,-0.00321,0.01095,0.5374,0.3121,0.5405,-0.009594
2300.964,-0.01023,0.429,0.08724,0.3601,0.2701,0.1154,0.02888,-0.00837,-0.003236,0.01089,0.5381,0.3122,0.5411,-0.009861
2301.929,-0.01019,0.4286,0.08718,0.36,0.27,0.1155,0.02865,-0.008355,-0.003392,0.01065,0.5385,0.3121,0.5417,-0.01023
2302.893,-0.01016,0.4282,0.08702,0.3599,0.2701,0.1154,0.02832,-0.00845,-0.003664,0.01029,0.5387,0.3119,0.5422,-0.01063
2303.857,-0.01012,0.428,0.08682,0.3596,0.2701,0.1152,0.02798,-0.008647,-0.003986,0.009908,0.5386,0.3119,0.5426,-0.01095
2304.821,-0.01009,0.4281,0.08664,0.3594,0.2703,0.1149,0.02772,-0.008901,-0.004272,0.009616,0.5385,0.3122,0.5428,-0.01113
2305.785,-0.01006,0.4285,0.08657,0.3593,0.2705,0.1147,0.02759,-0.009152,-0.004451,0.00948,0.5385,0.3126,0.543,-0.01115
2306.75,-0.01002,0.4293,0.08662,0.3594,0.2707,0.1146,0.0276,-0.00934,-0.004494,0.009505,0.5387,0.3132,0.5432,-0.01106
2307.714,-0.009987,0.4303,0.08675,0.3596,0.271,0.1147,0.02774,-0.009419,-0.00442,0.009645,0.5392,0.3137,0.5435,-0.01094
2308.678,-0.009953,0.4312,0.08688,0.3601,0.2713,0.115,0.02797,-0.009371,-0.004268,0.009826,0.5401,0.314,0.5441,-0.01086
2309.642,-0.009918,0.4319,0.08695,0.3607,0.2715,0.1154,0.02825,-0.009211,-0.004083,0.009983,0.5411,0.314,0.545,-0.01081
2310.607,-0.009884,0.4325,0.08691,0.3615,0.2717,0.1158,0.02853,-0.008985,-0.003898,0.01009,0.5421,0.3139,0.5464,-0.01076
2311.571,-0.00985,0.433,0.08678,0.3622,0.2718,0.116,0.0288,-0.008753,-0.003741,0.01014,0.5429,0.3138,0.548,-0.01065
2312.535,-0.009815,0.4333,0.08662,0.3627,0.2718,0.1161,0.02904,-0.00856,-0.003635,0.01016,0.5435,0.3139,0.5496,-0.01045
2313.499,-0.009781,0.4337,0.08651,0.3628,0.2718,0.116,0.02923,-0.008417,-0.003596,0.01016,0.5441,0.3143,0.5511,-0.01022
2314.464,-0.009746,0.434,0.0865,0.3627,0.2717,0.1157,0.02938,-0.008309,-0.003612,0.01014,0.5447,0.3148,0.552,-0.01006
2315.428,-0.009712,0.4345,0.08662,0.3623,0.2718,0.1155,0.02948,-0.008222,-0.003637,0.01007,0.5454,0.3153,0.5523,-0.01004
2316.392,-0.009678,0.435,0.08684,0.3617,0.2721,0.1154,0.02952,-0.008169,-0.00361,0.009964,0.5463,0.3158,0.5522,-0.01021
2317.356,-0.009643,0.4355,0.08714,0.3613,0.2725,0.1154,0.02949,-0.008195,-0.003488,0.00982,0.5474,0.316,0.5517,-0.01052
2318.32,-0.009609,0.4362,0.08746,0.3612,0.2729,0.1154,0.02936,-0.008348,-0.00328,0.009673,0.5485,0.3162,0.5512,-0.01086
2319.285,-0.009574,0.4366,0.08772,0.3617,0.2733,0.1154,0.02915,-0.008635,-0.003043,0.009587,0.5497,0.3164,0.5512,-0.0111
2320.249,-0.00954,0.4368,0.08784,0.3629,0.2735,0.1154,0.02893,-0.008972,-0.002843,0.009642,0.5511,0.3166,0.5518,-0.01114
2321.213,-0.009505,0.4367,0.08777,0.3647,0.2738,0.1154,0.02877,-0.0092,-0.002695,0.009892,0.5526,0.3168,0.553,-0.01096
2322.177,-0.009471,0.4365,0.08751,0.3667,0.2741,0.1155,0.02873,-0.009162,-0.002556,0.01031,0.554,0.317,0.5544,-0.01064
2323.142,-0.009437,0.4363,0.08714,0.3684,0.2746,0.1157,0.02879,-0.008804,-0.002388,0.01074,0.5551,0.3172,0.5552,-0.01032
2324.106,-0.009402,0.4366,0.08675,0.3691,0.2752,0.1159,0.02885,-0.008232,-0.002239,0.01098,0.5557,0.3174,0.5548,-0.01015
2325.07,-0.009368,0.4372,0.08645,0.3685,0.2758,0.1159,0.02873,-0.007673,-0.002265,0.01084,0.5553,0.3175,0.5531,-0.01023
2326.034,-0.009333,0.4381,0.08624,0.3666,0.2761,0.1156,0.02834,-0.007375,-0.002644,0.01023,0.5539,0.3174,0.5504,-0.01057
2326.999,-0.009299,0.4389,0.08606,0.364,0.2761,0.1149,0.02765,-0.007503,-0.003429,0.00924,0.5517,0.3171,0.5475,-0.01113
2327.963,-0.009264,0.4396,0.08582,0.3615,0.2756,0.114,0.02679,-0.008052,-0.004434,0.008079,0.5492,0.3164,0.5455,-0.01182
2328.927,-0.00923,0.4402,0.08548,0.3599,0.2746,0.1133,0.02598,-0.008831,-0.005255,0.007039,0.5471,0.3154,0.5453,-0.0125
2329.891,-0.009195,0.4412,0.08515,0.3597,0.2734,0.1131,0.02541,-0.009542,-0.005461,0.006367,0.5463,0.3145,0.547,-0.01304
2330.856,-0.009161,0.4427,0.08497,0.3609,0.2724,0.1136,0.02521,-0.009927,-0.004871,0.006177,0.5468,0.3141,0.5499,-0.01336
2331.82,-0.009127,0.4447,0.08505,0.3628,0.2722,0.1147,0.02537,-0.00991,-0.003709,0.006431,0.5483,0.3146,0.5529,-0.01346
2332.784,-0.009092,0.4465,0.08533,0.3649,0.273,0.116,0.02579,-0.009614,-0.002504,0.006988,0.5499,0.3157,0.5549,-0.01343
2333.748,-0.009058,0.4474,0.0856,0.3667,0.2747,0.117,0.02633,-0.009263,-0.001801,0.007671,0.551,0.3171,0.5556,-0.01338
2334.712,-0.009023,0.4469,0.08565,0.3682,0.2768,0.1174,0.02689,-0.009027,-0.001892,0.008292,0.5514,0.3179,0.5556,-0.01341
2335.677,-0.008989,0.4448,0.0854,0.3695,0.2787,0.1172,0.02729,-0.008955,-0.002707,0.00866,0.5518,0.3179,0.5554,-0.01355
2336.641,-0.008954,0.4417,0.08499,0.3707,0.2798,0.1164,0.02735,-0.008985,-0.003892,0.008605,0.553,0.3169,0.5557,-0.01379
2337.605,-0.00892,0.4385,0.08469,0.3717,0.28,0.1153,0.02692,-0.009041,-0.004987,0.008065,0.5554,0.3156,0.5566,-0.01409
2338.569,-0.008885,0.4361,0.08467,0.3721,0.2796,0.1141,0.02599,-0.009103,-0.00563,0.007158,0.5588,0.3145,0.5577,-0.01442
2339.534,-0.008851,0.4354,0.08491,0.3716,0.2789,0.1129,0.02481,-0.009208,-0.00569,0.006182,0.562,0.3141,0.5582,-0.0147
2340.498,-0.008816,0.4367,0.08519,0.3705,0.2783,0.1121,0.02384,-0.009383,-0.005279,0.00553,0.5635,0.3143,0.5581,-0.01484
2341.462,-0.008782,0.4395,0.08522,0.3696,0.2777,0.1117,0.02359,-0.009572,-0.004677,0.005528,0.5626,0.3145,0.5576,-0.01474
2342.426,-0.008747,0.4425,0.08498,0.3694,0.277,0.1121,0.02434,-0.009648,-0.004213,0.006249,0.5598,0.3143,0.5578,-0.01432
2343.391,-0.008713,0.4444,0.08476,0.3702,0.2762,0.1133,0.02581,-0.009535,-0.004086,0.007373,0.557,0.3134,0.5591,-0.01367
2344.355,-0.008678,0.4449,0.0849,0.3713,0.2757,0.1149,0.02725,-0.009322,-0.004232,0.008374,0.5558,0.3125,0.5612,-0.01302
2345.319,-0.008644,0.4445,0.08543,0.3721,0.2759,0.1165,0.02812,-0.009164,-0.004431,0.008956,0.5565,0.3124,0.5631,-0.01258
