xc,xoop,xip,ip,oop,complete
19.154844,19.154844,8.3932199,120.464525,52.1726655,47.6012115
19.207396,19.207396,8.4162474,162.6018,52.81073,47.4905515
19.259947,19.259947,8.4392738,165.030435,53.457131,47.6770005
19.312496,19.312496,8.4623003,168.613235,52.7882275,47.8800925
19.365047,19.365047,8.4853268,175.562235,52.181906,47.8581715
19.417599,19.417599,8.5083532,156.477265,52.4774065,47.585572
19.47015,19.47015,8.5313807,166.4204,53.0173465,47.560524
19.522701,19.522701,8.5544071,151.58935,51.2597955,47.645408
19.575253,19.575253,8.5774336,137.46907,51.297156,47.448403
19.627804,19.627804,8.6004601,139.208805,51.561127,47.551355
19.680355,19.680355,8.6234865,136.50609,52.240611,48.1558265
19.732904,19.732904,8.6465139,127.480115,51.0778605,48.974409
19.785456,19.785456,8.6695404,107.362235,53.750956,50.467336
19.838007,19.838007,8.6925669,87.55323,56.2531935,53.4290615
19.890558,19.890558,8.7155933,73.150665,56.8505005,59.031042
19.94311,19.94311,8.7386208,64.65961,55.976134,63.698361
19.995661,19.995661,8.7616472,58.82459,57.333772,66.7677455
20.048212,20.048212,8.7846737,56.76974,54.6132375,71.2607665
20.100761,20.100761,8.8077002,57.29991,54.1712385,71.2020395
20.153313,20.153313,8.8307266,55.309665,57.261311,75.378402
20.205864,20.205864,8.853754,54.266205,56.448732,78.934247
20.258415,20.258415,8.8767805,53.587225,53.531624,86.7059135
20.310966,20.310966,8.899807,53.1542,55.178446,81.1882845
20.363518,20.363518,8.9228334,52.97659,58.5509075,80.2400295
20.416069,20.416069,8.9458599,53.361975,56.7921515,77.708976
20.46862,20.46862,8.9688873,52.65466,55.420148,78.8420295
20.52117,20.52117,8.9919138,53.17653,57.175239,71.5223005
20.573721,20.573721,9.0149403,54.959935,56.297762,65.480155
20.626272,20.626272,9.0379667,55.137945,55.9055705,61.6124665
20.678823,20.678823,9.0609941,54.065785,55.8786425,57.6448555
20.731375,20.731375,9.0840206,52.071995,55.9870705,52.8339635
20.783926,20.783926,9.1070471,50.978895,54.878881,50.9883
20.836477,20.836477,9.1300735,51.869005,53.1983865,49.4402375
20.889027,20.889027,9.1531,53.047265,53.160465,48.6006835
20.941578,20.941578,9.1761274,51.88088,50.556819,47.6215845
20.994129,20.994129,9.1991539,50.99658,50.7102495,47.532694
21.04668,21.04668,9.2221804,50.32845,51.295326,46.280948
21.099232,21.099232,9.2452068,50.322125,48.5887065,45.344841
21.151783,21.151783,9.2682333,51.289335,49.8587035,45.812232
21.204334,21.204334,9.2912607,51.83691,49.2762815,45.4134175
21.256884,21.256884,9.3142872,50.54354,50.367733,44.939889
21.309435,21.309435,9.3373137,50.233055,50.271903,45.173592
21.361986,21.361986,9.3603401,49.665865,49.8594135,44.975214
21.414537,21.414537,9.3833666,50.07259,49.047811,44.651169
